list_date,company,location,title,link,status,description
2023-01-28,Terumo Blood and Cell Technologies,"Lakewood, CO",Sr Software Development Engineer in Test,https://www.linkedin.com/jobs/view/sr-software-development-engineer-in-test-at-terumo-blood-and-cell-technologies-2641094683?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=xdJ1wPV%2BpiYl%2BvmrwNkogg%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Requisition ID: 27793

At Terumo Blood and Cell Technologies, our 7,000+ global associates proud to come to work each day, knowing that what we do impacts the lives of patients around the world.

We make medical devices and related products that are used to collect, separate, manufacture and process various components of blood and cells. With our innovative technologies and service offerings, we touch a patient’s life every second of every day and are committed to continuing to increase the number of patients we serve.

With some of the best and brightest minds in the industry, an unmatched global footprint, comprehensive benefits and a distinct culture, Terumo Blood and Cell Technologies is a great place to work, grow and be part of a team that is focused on making a difference. Consider joining our team and unlock your potential.

Are you the best at what you do? Does the opportunity to build out a test automation organization excite you? Come join us at Terumo BCT. The work we do here matters—we touch a patient's life every second of every day. As a global leader in blood component, therapeutic apheresis and cellular technologies, our work has the potential to fundamentally improve health care.

As a Senior SDET, you’ll join a team of talented Developers in Test and work on embedded software for our NextGen devices.





$102,335 to $125,000 - Salary to be determined by the education, experience, knowledge, skills, and abilities of the applicant, internal equity, and alignment with market data

7.0%

At Terumo Blood and Cell Technologies, we provide competitive total reward offerings that consist of compensation, benefits, recognition, along with a wealth of other well-being, work-life and recognition programs which support in unlocking the potential for you and your family. Included in our expansive list of benefits offerings are multiple group medical, dental and vision plans, a robust wellness program, life insurance and disability coverages, also a variety of voluntary programs such as group accident, hospital indemnity, critical illness, pet insurance and much more. To help you save for retirement, we offer a 401(k) plan with a matching contribution and for work-life balance we have vacation and sick time programs for associates. For us, it’s about protecting the personal welfare of our associates and their families, helping to achieve personal goals and offering those extra touches for convenience, security and overall peace of mind.



Terumo Blood and Cell Technologies is committed to providing a safe, healthy and secure working environment. Our Colorado campus locations are tobacco-free workplaces and we maintain a drug-free workplace and perform pre-employment substance abuse testing and detailed background verification. Absent accommodation permitted by applicable law, as a condition of employment with Terumo Blood and Cell Technologies in the United States you must be fully COVID-19 vaccinated and provide valid proof of vaccination to the company.
Show more"
2023-01-25,SiriusXM,"Farmington Hills, MI",Senior Software Engineer - SDET,https://www.linkedin.com/jobs/view/senior-software-engineer-sdet-at-siriusxm-3448882089?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=ak8Yhb2Oj1RMF1%2FaKfyBxg%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Who We Are

SiriusXM and its brands (Pandora, Stitcher, SXM Media, AdsWizz, Simplecast, and SiriusXM Connected Vehicle Services) are leading a new era of audio entertainment and services by delivering the most compelling subscription and ad-supported audio entertainment experience for listeners -- in the car, at home, and anywhere on the go with connected devices. Our vision is to shape the future of audio, where everyone can be effortlessly connected to the voices, stories and music they love wherever they are.

This is the place where a diverse group of emerging talent and legends alike come to share authentic and purposeful songs, stories, sounds and insights through some of the best programming and technology in the world. Our critically-acclaimed, industry-leading audio entertainment encompasses music, sports, comedy, news, talk, live events, and podcasting. No matter their individual role, each of our employees plays a vital part in bringing SiriusXM’s vision to life every day.

SiriusXM is the leading audio entertainment company in North America, and the premier programmer and platform for subscription and digital advertising-supported audio products. SiriusXM’s platforms collectively reach approximately 150 million listeners, the largest digital audio audience across paid and free tiers in North America, and deliver music, sports, talk, news, comedy, entertainment and podcasts. Pandora, a subsidiary of SiriusXM, is the largest ad-supported audio entertainment streaming service in the U.S. SiriusXM's subsidiaries Stitcher, Simplecast and AdsWizz make it a leader in podcast hosting, production, distribution, analytics and monetization. The Company’s advertising sales organization, which operates as SXM Media, leverages its scale, cross-platform sales organization and ad tech capabilities to deliver results for audio creators and advertisers. SiriusXM, through Sirius XM Canada Holdings, Inc., also offers satellite radio and audio entertainment in Canada. In addition to its audio entertainment businesses, SiriusXM offers connected vehicle services to automakers.


As a member of the Innovation Center at Pandora/SiriusXM you will be joining a team of SDET (Software Development Engineer in Test) and Test Engineers responsible for testing of SiriusXM software and products related, but not limited to in-vehicle infotainment systems and aftermarket SiriusXM products

The Senior Software Engineer – SDET will be responsible for designing, implementing and executing test procedures to ensure that software programs work as intended. This position will be a part of the software development team. The successful candidate will have the ability to work in a cooperative manner with software engineers, product and program managers.





Our goal at SiriusXM is to provide and maintain a work environment that fosters mutual respect, professionalism and cooperation. SiriusXM is an equal opportunity employer that does not discriminate on the basis of actual or perceived race, creed, color, religion, national origin, ancestry, alienage or citizenship status, age, disability or handicap, sex, gender identity, marital status, familial status, veteran status, sexual orientation or any other characteristic protected by applicable federal, state or local laws.

The requirements and duties described above may be modified or waived by the Company in its sole discretion without notice.

R-2023-01-57
Show more"
2023-01-25,Motion Recruitment,"Boston, MA",SQA Engineer,https://www.linkedin.com/jobs/view/sqa-engineer-at-motion-recruitment-3447412803?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=drGj4uZw0s7gd08FQy4xfQ%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Beverly based company is looking for a software quality assurance engineer to join their team. This company is a cold chain management service provider for the food, pharmaceutical, biological and industrial industry.

About The Role


Beverly based company is looking for a software quality assurance engineer to join their team. This company is a cold chain management service provider for the food, pharmaceutical, biological and industrial industry.





Leah Bachetti
Show more"
2023-01-25,Coupa Software,"Pittsburgh, PA","Senior Software Engineer in Test, Coupa Risk Assess",https://www.linkedin.com/jobs/view/senior-software-engineer-in-test-coupa-risk-assess-at-coupa-software-3070858093?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=EtdhwJ5CXsoArrZRfUmPMA%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Coupa Software (NASDAQ: COUP), a leader in business spend management (BSM), has been certified as a “Great Place to Work” by the Great Place to Work organization. We deliver “Value as a Service” by helping our customers maximize their spend under management, achieve significant cost savings and drive profitability. Coupa provides a unified, cloud-based spend management platform that connects hundreds of organizations representing the Americas, EMEA, and APAC with millions of suppliers globally. The Coupa platform provides greater visibility into and control over how companies spend money. Customers – small, medium and large – have used the Coupa platform to bring billions of dollars in cumulative spend under management. Learn more at www.coupa.com. Read more on the Coupa Blog or follow @Coupa on Twitter.






Requirements:

At Coupa, we have a strong and innovative team dedicated to improving the spend management processes of today’s dynamic businesses. It’s our people who make it happen, and we strive to attract and retain the best in every discipline.

We take care of our employees every way we can, with competitive compensation packages, as well as restricted stock units, an Employee Stock Purchase Program (ESPP), comprehensive health benefits for employees and their families, retirement and savings plans with employer match, a flexible work environment, no limit vacations for exempt employees, accrued vacation days for non-exempt employees, catered in-office lunches… And much more! 




Show more"
2023-01-25,MFS Investment Management,"Boston, MA",Lead QA Automation Engineer,https://www.linkedin.com/jobs/view/lead-qa-automation-engineer-at-mfs-investment-management-3424236103?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=k9SM%2BWIbQ7uhfSaAG8elKw%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card,,"At MFS, you will find a culture that supports you in doing what you do best. Our employees work together to reach better outcomes, favoring the strongest idea over the strongest individual. We put people first and demonstrate care and compassion for our community and each other. Because what we do matters – to us as valued professionals and to the millions of people and institutions who rely on us to help them build more secure and prosperous futures.



In conjunction with the Investment Data Management Office, the Lead Data Engineer contributes to a long-term strategic initiative to unify and harmonize our investment data. This initiative enables enhanced investment decision making, risk management and client reporting for our multi-asset platform by delivering consistent, timely, accurate and user-friendly data to investors, risk teams and clients.

Are you a hands-on and detailed-oriented individual working on the cutting edge of financial instruments, investment data, and analytics? Are you interested in investment data strategies across a wide variety of traditional and alternative asset classes? Are you a leader who enjoys devising innovative and flexible data quality solutions to meet emerging business needs?

The MFS Investment Data Management Office is actively searching for a Lead Data Validation Engineer to implement data quality and data validation solutions. Primary responsibilities include full implementation and maintenance of data validation tool to maintain data quality of the unified data platform. We are looking for someone who thrives in an agile, collaborative, team-based environment, working closely with technology peers across MFS, investment professionals and key vendor partners. This position offers the opportunity to shape the future of investment data at MFS.





Not sure you meet 100% of our job requirements? That’s ok. If you believe that you could excel in this role, we encourage you to apply and welcome a chance to review your background.

#MBLI

At MFS, we are dedicated to building a diverse, inclusive and authentic workplace. If you are excited about this role but your past experience doesn't align perfectly, we encourage you to apply - you might be just the right candidate for this role or others.



MFS is a (remote/onsite) unless otherwise stated in the job posting.

This position will require individuals to be as part of their job responsibilities, unless MFS approves an exemption as an accommodation due to a medical condition or sincerely held religious belief. Submission of an exemption request does not guarantee that an exemption will be approved or that the request can be accommodated.

If any applicant is unable to complete an application or respond to a job opening because of a disability, please contact MFS at 617-954-5000 or email talent_acquisition@mfs.com for assistance.



Show more"
2023-01-26,Great American Insurance Group,"Cincinnati, OH","IT Quality Assurance Automation Specialist - Cincinnati, OH",https://www.linkedin.com/jobs/view/it-quality-assurance-automation-specialist-cincinnati-oh-at-great-american-insurance-group-3442956945?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=%2BCU54breWwRYeI6krp0cMA%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Essential Job Duties and Responsibilities:
Help to lead and support Automation needs across project Teams
Creates and maintains automated test cases, executes test suites, reviews and diagnoses reported bugs, and ensures overall system quality prior to a customer release.

Show more"
2023-01-25,Motion Recruitment,"Wilmington, DE","QA Automation Engineer/Wilmington, DE",https://www.linkedin.com/jobs/view/qa-automation-engineer-wilmington-de-at-motion-recruitment-3437120843?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=c6inu%2FaoPWZ3suXijdK3KQ%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card,,"A notable bank based in Wilmington, DE is hiring a QA Automation Engineer to join their team dedicated to automated testing for their products used by their institutional clients. This new role is going to be on a 9 person QA team. They are looking for someone with hands-on experience who is passionate about writing testing frameworks in Selenium, C#, Cypress, Postman for API testing, experience in PowerBI reports testing and this will be 80% automation. Cypress experience is a must have and experience in a C# environment.

This is a full time position paying up to $125,000 annually with a bonus and excellent benefits. If an applicant is local to Wilmington, DE then coming to the office weekly is preferred. This role is available to remote candidates as well who are able to work East coast hours.


What You Will Be Doing

Alexa Mueller
Show more"
2023-01-25,AeroVironment,"Simi Valley, CA",Software QA Automation Engineer III,https://www.linkedin.com/jobs/view/software-qa-automation-engineer-iii-at-aerovironment-3453431847?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=CFcOIz6gxjIWNMUje0YufA%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Worker Type

Regular

Job Description

For over 50 years, AeroVironment has been a leader in advanced technologies and diverse innovations that have redefined how the world drives, flies, and connects.

If you thrive on a culture of relentless problem-solving and invention and want to work for a global front-runner where you tackle real-world challenges, then AeroVironment is the place for you.

Come join our group of innovative thinkers and discover how collaborative efforts produce extraordinary products that touch lives around the world. You can be a part of the team that developed these firsts: a controlled human-powered aircraft, the modern consumer electric car, a tiny hummingbird-like drone and a helicopter that flew on Mars. We also set flight records in near-space with our solar-powered aircraft, and we re-shaped the battlefield with portable, hand-held, tactical drones and loitering munitions. We have cemented our reputation around the world and in record books as unrivaled technological pioneers, including seven innovative vehicles in the Smithsonian Institution’s permanent collection in Washington, DC.

While engineering for the future is what we do, we are ever-mindful of our strong commitment to purpose — to secure lives and advance sustainability through transformative innovation. The products and solutions we provide our customers help to save lives and contribute to a more sustainable environment.

Join us to help push beyond the realm of the possible with such future-defining technologies as robotics, sensors, software analytics and connectivity to generate ever-more meaningful actionable intelligence for our customers so they can proceed with certainty – and succeed.



The designs automated solutions to perform applicable software validations. In this role, one regularly collaborates with our development team but also operates with a large degree of autonomy.













$95,040 - $142,560

AeroVironment considers several factors when extending an offer, including but not limited to, the location, the role and associated responsibilities, a candidate’s work experience, education/training, and key skills.























Show more"
2023-01-26,Motion Recruitment,"Chicago, IL",Lead Python SDET / FULLY-REMOTE,https://www.linkedin.com/jobs/view/lead-python-sdet-fully-remote-at-motion-recruitment-3454533436?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=lmvj%2FzoH93glkbilFekMIQ%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card,,"PYTHON IN DESCRIPTION --- A Chicago company pioneering a trusted, inclusive global marketplace is looking for a fully remote Lead SDET to join their team! The role will be heavily focused on API and Database automation with Pytest, and an ideal candidate should also have a developer background and strong Linux OS experience. Plus, while not a necessity for a candidate, there will be an opportunity to learn and use Gage and Playright if you don’t already! Sound like a good fit for you? Apply today!


Desired Skills & Experience
What You Will Be Doing

Tech Breakdown
Daily Responsibilities
The Offer


Applicants must be currently authorized to work in the US on a full-time basis now and in the future

Garrett Tordo

Show more"
2023-01-28,Apex Systems,"Rockville, MD",Mid/Sr SDET,https://www.linkedin.com/jobs/view/mid-sr-sdet-at-apex-systems-3457112673?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=hYT4XIeG0AVtsrppAKNbKg%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Job#: 1325498

Job Description:

ROLE: SDET

: 100% Remote (Rockville, MD)

: Apex Systems has an immediate opening for a Senior level SDET. The position is on a long term contract basis, with chance to become a permanent employee if desired. The successful candidate will work in a fast paced environment, and help develop test cases and automate testing. The ideal candidate will be an independent contributor who has an interest in automating test processes. This will be an opportunity to continuously participate in integration and delivery of this application.

:





EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystems.com or 844-463-6178.

4400 Cox Road

Suite 200

Glen Allen, Virginia 23060

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystems.com (Do not submit resumes or solicit consultants to this email address). Join our Talent Network! UnitedHealthcare creates and publishes the Transparency in Coverage Machine-Readable Files on behalf of Apex Systems.
Show more"
2023-01-25,SiriusXM,"Deerfield Beach, FL",Senior Quality Engineer - Manual & Test Automation,https://www.linkedin.com/jobs/view/senior-quality-engineer-manual-test-automation-at-siriusxm-3448880310?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=UYNYTgmH9qOyz5CL4xuDkA%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Who We Are

SiriusXM and its brands (Pandora, Stitcher, SXM Media, AdsWizz, Simplecast, and SiriusXM Connected Vehicle Services) are leading a new era of audio entertainment and services by delivering the most compelling subscription and ad-supported audio entertainment experience for listeners -- in the car, at home, and anywhere on the go with connected devices. Our vision is to shape the future of audio, where everyone can be effortlessly connected to the voices, stories and music they love wherever they are.

This is the place where a diverse group of emerging talent and legends alike come to share authentic and purposeful songs, stories, sounds and insights through some of the best programming and technology in the world. Our critically-acclaimed, industry-leading audio entertainment encompasses music, sports, comedy, news, talk, live events, and podcasting. No matter their individual role, each of our employees plays a vital part in bringing SiriusXM’s vision to life every day.

SiriusXM is the leading audio entertainment company in North America, and the premier programmer and platform for subscription and digital advertising-supported audio products. SiriusXM’s platforms collectively reach approximately 150 million listeners, the largest digital audio audience across paid and free tiers in North America, and deliver music, sports, talk, news, comedy, entertainment and podcasts. Pandora, a subsidiary of SiriusXM, is the largest ad-supported audio entertainment streaming service in the U.S. SiriusXM's subsidiaries Stitcher, Simplecast and AdsWizz make it a leader in podcast hosting, production, distribution, analytics and monetization. The Company’s advertising sales organization, which operates as SXM Media, leverages its scale, cross-platform sales organization and ad tech capabilities to deliver results for audio creators and advertisers. SiriusXM, through Sirius XM Canada Holdings, Inc., also offers satellite radio and audio entertainment in Canada. In addition to its audio entertainment businesses, SiriusXM offers connected vehicle services to automakers.


As a member of the Innovation Center at Pandora/SiriusXM you will be joining a team of SDET (Software Development Engineer in Test) and Test Engineers responsible for testing of SiriusXM software and products related, but not limited to in-vehicle infotainment systems and aftermarket SiriusXM products

The Senior Quality Engineer will be responsible for designing, implementing and executing test procedures to ensure that software programs work as intended. This position will be a part of the software development team. The successful candidate will have the ability to work in a cooperative manner with software engineers, product and program managers.





Our goal at SiriusXM is to provide and maintain a work environment that fosters mutual respect, professionalism and cooperation. SiriusXM is an equal opportunity employer that does not discriminate on the basis of actual or perceived race, creed, color, religion, national origin, ancestry, alienage or citizenship status, age, disability or handicap, sex, gender identity, marital status, familial status, veteran status, sexual orientation or any other characteristic protected by applicable federal, state or local laws.

The requirements and duties described above may be modified or waived by the Company in its sole discretion without notice.

R-2023-01-55
Show more"
2023-01-25,SiriusXM,"Deerfield Beach, FL",Senior Quality Engineer - Manual & Test Automation,https://www.linkedin.com/jobs/view/senior-quality-engineer-manual-test-automation-at-siriusxm-3448879640?refId=ViQK6xnoI82d%2FZbGOEkzAA%3D%3D&trackingId=%2ButcHlLGkzTgFZaLEpd62w%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card,,"Who We Are

SiriusXM and its brands (Pandora, Stitcher, SXM Media, AdsWizz, Simplecast, and SiriusXM Connected Vehicle Services) are leading a new era of audio entertainment and services by delivering the most compelling subscription and ad-supported audio entertainment experience for listeners -- in the car, at home, and anywhere on the go with connected devices. Our vision is to shape the future of audio, where everyone can be effortlessly connected to the voices, stories and music they love wherever they are.

This is the place where a diverse group of emerging talent and legends alike come to share authentic and purposeful songs, stories, sounds and insights through some of the best programming and technology in the world. Our critically-acclaimed, industry-leading audio entertainment encompasses music, sports, comedy, news, talk, live events, and podcasting. No matter their individual role, each of our employees plays a vital part in bringing SiriusXM’s vision to life every day.

SiriusXM is the leading audio entertainment company in North America, and the premier programmer and platform for subscription and digital advertising-supported audio products. SiriusXM’s platforms collectively reach approximately 150 million listeners, the largest digital audio audience across paid and free tiers in North America, and deliver music, sports, talk, news, comedy, entertainment and podcasts. Pandora, a subsidiary of SiriusXM, is the largest ad-supported audio entertainment streaming service in the U.S. SiriusXM's subsidiaries Stitcher, Simplecast and AdsWizz make it a leader in podcast hosting, production, distribution, analytics and monetization. The Company’s advertising sales organization, which operates as SXM Media, leverages its scale, cross-platform sales organization and ad tech capabilities to deliver results for audio creators and advertisers. SiriusXM, through Sirius XM Canada Holdings, Inc., also offers satellite radio and audio entertainment in Canada. In addition to its audio entertainment businesses, SiriusXM offers connected vehicle services to automakers.


As a member of the Innovation Center at Pandora/SiriusXM you will be joining a team of SDET (Software Development Engineer in Test) and Test Engineers responsible for testing of SiriusXM software and products related, but not limited to in-vehicle infotainment systems and aftermarket SiriusXM products

The Senior Quality Engineer will be responsible for designing, implementing and executing test procedures to ensure that software programs work as intended. This position will be a part of the software development team. The successful candidate will have the ability to work in a cooperative manner with software engineers, product and program managers.





Our goal at SiriusXM is to provide and maintain a work environment that fosters mutual respect, professionalism and cooperation. SiriusXM is an equal opportunity employer that does not discriminate on the basis of actual or perceived race, creed, color, religion, national origin, ancestry, alienage or citizenship status, age, disability or handicap, sex, gender identity, marital status, familial status, veteran status, sexual orientation or any other characteristic protected by applicable federal, state or local laws.

The requirements and duties described above may be modified or waived by the Company in its sole discretion without notice.

R-2023-01-55
Show more"
2023-01-27,First American Title,"Santa Ana, CA",Senior SDET (.NET),https://www.linkedin.com/jobs/view/senior-sdet-net-at-first-american-title-3455922945?refId=U%2FYozO8zD%2BYhJHwgRnNRjw%3D%3D&trackingId=Dt6wP4sd2HIAgbriubuVoA%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card,,"Company Summary

Join a team that puts its People First! Since 1889, First American (NYSE: FAF) has held an unwavering belief in its people. They are passionate about what they do, and we are equally passionate about fostering an environment where all feel welcome, supported, and empowered to be innovative and reach their full potential. Our inclusive, people-first culture has earned our company numerous accolades, including being named to the Fortune 100 Best Companies to Work For® list for seven consecutive years. We have also earned awards as a best place to work for women, diversity and LGBTQ+ employees, and have been included on more than 50 regional best places to work lists. First American will always strive to be a great place to work, for all. For more information, please visit www.careers.firstam.com.



The Software Development Engineer in Test works with product analysts, and software engineers to understand features and technical implementations. Has knowledge of software engineering practices including continuous integration, configuration management, build optimization, build automation, and deployment. The candidate drives software architecture to be focused on test automation and is familiar with multiple test automation frameworks.





















This hiring range is a good faith and reasonable estimate of the salary range of possible compensation at the time of the posting, and is subject to change. The actual compensation offered will be determined by various factors, which may include a candidate’s education, training, experience, and geographic location.



The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. All personnel may be required to perform duties outside of their normal work hours and/or responsibilities from time to time, as needed.

#techreferral

#tcorpit

First American invests in its employees' development and well-being, empowers them to provide superior customer service and encourages them to serve the communities where they live and work. First American is committed to diversity and inclusion. We are an equal opportunity employer.

Based on eligibility, First American offers a comprehensive benefits package including medical, dental, vision, 401k, PTO/paid sick leave and other great benefits like an employee stock purchase plan.

Show more"
2023-01-27,Acunor,"Fort Mill, SC",ETL Tester,https://www.linkedin.com/jobs/view/etl-tester-at-acunor-3451666048?refId=U%2FYozO8zD%2BYhJHwgRnNRjw%3D%3D&trackingId=GOWuFXf%2FY0wKBKRR%2B7U47A%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card,,"Sr SDET - Database/ DW/ BI/ ETL Tester
FortMill, SC (Hybrid 2 days in office)
Employment : Contract w2

Description :
Show more"
2023-01-25,SiriusXM,"Deerfield Beach, FL",Senior Quality Engineer - Manual & Test Automation,https://www.linkedin.com/jobs/view/senior-quality-engineer-manual-test-automation-at-siriusxm-3448881301?refId=U%2FYozO8zD%2BYhJHwgRnNRjw%3D%3D&trackingId=NweY9gostt9j2%2B7mAbuOKQ%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card,,"Who We Are

SiriusXM and its brands (Pandora, Stitcher, SXM Media, AdsWizz, Simplecast, and SiriusXM Connected Vehicle Services) are leading a new era of audio entertainment and services by delivering the most compelling subscription and ad-supported audio entertainment experience for listeners -- in the car, at home, and anywhere on the go with connected devices. Our vision is to shape the future of audio, where everyone can be effortlessly connected to the voices, stories and music they love wherever they are.

This is the place where a diverse group of emerging talent and legends alike come to share authentic and purposeful songs, stories, sounds and insights through some of the best programming and technology in the world. Our critically-acclaimed, industry-leading audio entertainment encompasses music, sports, comedy, news, talk, live events, and podcasting. No matter their individual role, each of our employees plays a vital part in bringing SiriusXM’s vision to life every day.

SiriusXM is the leading audio entertainment company in North America, and the premier programmer and platform for subscription and digital advertising-supported audio products. SiriusXM’s platforms collectively reach approximately 150 million listeners, the largest digital audio audience across paid and free tiers in North America, and deliver music, sports, talk, news, comedy, entertainment and podcasts. Pandora, a subsidiary of SiriusXM, is the largest ad-supported audio entertainment streaming service in the U.S. SiriusXM's subsidiaries Stitcher, Simplecast and AdsWizz make it a leader in podcast hosting, production, distribution, analytics and monetization. The Company’s advertising sales organization, which operates as SXM Media, leverages its scale, cross-platform sales organization and ad tech capabilities to deliver results for audio creators and advertisers. SiriusXM, through Sirius XM Canada Holdings, Inc., also offers satellite radio and audio entertainment in Canada. In addition to its audio entertainment businesses, SiriusXM offers connected vehicle services to automakers.


As a member of the Innovation Center at Pandora/SiriusXM you will be joining a team of SDET (Software Development Engineer in Test) and Test Engineers responsible for testing of SiriusXM software and products related, but not limited to in-vehicle infotainment systems and aftermarket SiriusXM products

The Senior Quality Engineer will be responsible for designing, implementing and executing test procedures to ensure that software programs work as intended. This position will be a part of the software development team. The successful candidate will have the ability to work in a cooperative manner with software engineers, product and program managers.





Our goal at SiriusXM is to provide and maintain a work environment that fosters mutual respect, professionalism and cooperation. SiriusXM is an equal opportunity employer that does not discriminate on the basis of actual or perceived race, creed, color, religion, national origin, ancestry, alienage or citizenship status, age, disability or handicap, sex, gender identity, marital status, familial status, veteran status, sexual orientation or any other characteristic protected by applicable federal, state or local laws.

The requirements and duties described above may be modified or waived by the Company in its sole discretion without notice.

R-2023-01-56
Show more"
2023-01-25,SiriusXM,"Farmington Hills, MI",Senior Quality Engineer - Manual & Test Automation,https://www.linkedin.com/jobs/view/senior-quality-engineer-manual-test-automation-at-siriusxm-3448879645?refId=U%2FYozO8zD%2BYhJHwgRnNRjw%3D%3D&trackingId=tHZecfi8JJQYE3oh9ED6cw%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card,,"Who We Are

SiriusXM and its brands (Pandora, Stitcher, SXM Media, AdsWizz, Simplecast, and SiriusXM Connected Vehicle Services) are leading a new era of audio entertainment and services by delivering the most compelling subscription and ad-supported audio entertainment experience for listeners -- in the car, at home, and anywhere on the go with connected devices. Our vision is to shape the future of audio, where everyone can be effortlessly connected to the voices, stories and music they love wherever they are.

This is the place where a diverse group of emerging talent and legends alike come to share authentic and purposeful songs, stories, sounds and insights through some of the best programming and technology in the world. Our critically-acclaimed, industry-leading audio entertainment encompasses music, sports, comedy, news, talk, live events, and podcasting. No matter their individual role, each of our employees plays a vital part in bringing SiriusXM’s vision to life every day.

SiriusXM is the leading audio entertainment company in North America, and the premier programmer and platform for subscription and digital advertising-supported audio products. SiriusXM’s platforms collectively reach approximately 150 million listeners, the largest digital audio audience across paid and free tiers in North America, and deliver music, sports, talk, news, comedy, entertainment and podcasts. Pandora, a subsidiary of SiriusXM, is the largest ad-supported audio entertainment streaming service in the U.S. SiriusXM's subsidiaries Stitcher, Simplecast and AdsWizz make it a leader in podcast hosting, production, distribution, analytics and monetization. The Company’s advertising sales organization, which operates as SXM Media, leverages its scale, cross-platform sales organization and ad tech capabilities to deliver results for audio creators and advertisers. SiriusXM, through Sirius XM Canada Holdings, Inc., also offers satellite radio and audio entertainment in Canada. In addition to its audio entertainment businesses, SiriusXM offers connected vehicle services to automakers.


As a member of the Innovation Center at Pandora/SiriusXM you will be joining a team of SDET (Software Development Engineer in Test) and Test Engineers responsible for testing of SiriusXM software and products related, but not limited to in-vehicle infotainment systems and aftermarket SiriusXM products

The Senior Quality Engineer will be responsible for designing, implementing and executing test procedures to ensure that software programs work as intended. This position will be a part of the software development team. The successful candidate will have the ability to work in a cooperative manner with software engineers, product and program managers.





Our goal at SiriusXM is to provide and maintain a work environment that fosters mutual respect, professionalism and cooperation. SiriusXM is an equal opportunity employer that does not discriminate on the basis of actual or perceived race, creed, color, religion, national origin, ancestry, alienage or citizenship status, age, disability or handicap, sex, gender identity, marital status, familial status, veteran status, sexual orientation or any other characteristic protected by applicable federal, state or local laws.

The requirements and duties described above may be modified or waived by the Company in its sole discretion without notice.

R-2023-01-54
Show more"
